iteration,score,activity_key,activity_code,activity_name,activity_location,per_unit_impact,supply,contribution
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '7ed185b511e781d30d116466107ae46b')",7ed185b511e781d30d116466107ae46b,hard coal mine operation and hard coal preparation,RU,0.2464205011505556,1.6453116677430109,0.40543852571408917
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '6717a746c2f87c6a0a04fe698545b154')",6717a746c2f87c6a0a04fe698545b154,"transport, freight, lorry 16-32 metric ton, EURO5",RoW,0.1568088443957061,-2.420063343466668,-0.37948733625341696
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '23f96312ffa8ce40afd858a31608ccf3')",23f96312ffa8ce40afd858a31608ccf3,"sweet gas, burned in gas turbine",GLO,0.06710676178133881,-5.600498903029558,-0.37583134574225385
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '56e389a2d6d0535b26a33194e5dd4ec9')",56e389a2d6d0535b26a33194e5dd4ec9,hard coal mine operation,IN,0.3904370860282082,-0.9317635070030428,-0.363795028541692
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '5c91d4ad32cc7aabf4536b362f73417d')",5c91d4ad32cc7aabf4536b362f73417d,"heat and power co-generation, lignite",CZ,0.3806027088030795,0.905456194085857,0.3446190801716041
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '03dab94a7c50c26b72f987790ca69e84')",03dab94a7c50c26b72f987790ca69e84,"electricity production, hard coal",CN-NM,1.4246299309344188,-0.2414496067988406,-0.34397633665797483
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'dbb6c9ad35e4ba4df39a4736589cbac6')",dbb6c9ad35e4ba4df39a4736589cbac6,"transport, freight, lorry >32 metric ton, EURO5",RoW,0.05875947591881018,-5.840546631565562,-0.3431874591501646
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'f65ca9fbfeecaf013806948a7c9b56bf')",f65ca9fbfeecaf013806948a7c9b56bf,"transport, freight train, diesel",US,0.031387196382127724,-10.499026048161378,-0.3295349923947155
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'c8851ed7b1ee1f9f7afe86857fd10c18')",c8851ed7b1ee1f9f7afe86857fd10c18,"transport, freight, sea, bulk carrier for dry goods",GLO,0.007608841838260553,-42.62118712882699,-0.324297871822151
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '88a6980684b88ce0b04756394cd60320')",88a6980684b88ce0b04756394cd60320,"transport, freight train, diesel",RoW,0.031664176107659425,-10.086704804131625,-0.3193871972639981
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '31bfa90c6b9ee881a50ffb0b0e22379d')",31bfa90c6b9ee881a50ffb0b0e22379d,"transport, freight, light commercial vehicle",RoW,1.3614294830030331,-0.23443505195853562,-0.31916679158569833
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '648bab2b251c0d758608d8c3ba904aa4')",648bab2b251c0d758608d8c3ba904aa4,"electricity production, hard coal",CN-SD,0.9268101303924144,-0.3416879024334953,-0.31667980940789836
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '69e8f988e4bf859d396afe191fd6ed5a')",69e8f988e4bf859d396afe191fd6ed5a,"diesel, burned in building machine",GLO,0.07089189852511224,-4.311727501874486,-0.30566654853082176
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'e5bfdbe136fb2e23a18525a181fb58c4')",e5bfdbe136fb2e23a18525a181fb58c4,"heat and power co-generation, hard coal",DE,0.16734080585869257,1.8164363406477908,0.3039639210350159
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '8fb5d16a6b9d720c2f56837a827f1b31')",8fb5d16a6b9d720c2f56837a827f1b31,"electricity production, natural gas, combined cycle power plant",RU,0.4087201488273545,-0.7429136577305994,-0.3036437807535249
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '8231b138897ee41b22699216318e8e7e')",8231b138897ee41b22699216318e8e7e,"transport, freight, lorry 3.5-7.5 metric ton, EURO3",RoW,0.5277445899288647,-0.5086591384750195,-0.2684421084480688
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '73c7821f17e9ead28e4f837a23b44b64')",73c7821f17e9ead28e4f837a23b44b64,"electricity production, natural gas, conventional power plant",CA-AB,0.7875204471276169,0.29226758991013674,0.23016670308694187
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'b18e42c2601a5fcc31af8da12279d1df')",b18e42c2601a5fcc31af8da12279d1df,"electricity production, hard coal",CN-HE,0.8938409560129568,-0.2518731890316463,-0.2251345720780789
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '64f09e9eed25892a0e71def7ce6f6984')",64f09e9eed25892a0e71def7ce6f6984,"transport, freight, sea, container ship",GLO,0.008465963905780213,-26.20827914249326,-0.22187834525296032
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '66903582d13e45bf5011e9ae2e6a0158')",66903582d13e45bf5011e9ae2e6a0158,"electricity production, natural gas, combined cycle power plant",KR,0.48717931687139276,-0.4480203173062913,-0.21826623212978363
