tag,unc_layer,iteration,scenario_id,case,method,score,fu_scrap_kg,scrap_per_billet,fu_billet_kg,f_transition,pass_share
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,22,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-19.506078766106423,3.67,1.050420168067227,3.4938399999999996,0.2734606584729214,0.9723978066863279
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,22,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-19.506078715906792,3.67,1.050420168067227,3.4938399999999996,0.2734606584729214,0.9723978066863279
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,23,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.5747414306887382,3.67,1.050420168067227,3.4938399999999996,0.18568494255160414,0.9272602749190302
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,23,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-19.18660144742553,3.67,1.050420168067227,3.4938399999999996,0.18568494255160414,0.9272602749190302
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,23,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.611860016736788,3.67,1.050420168067227,3.4938399999999996,0.18568494255160414,0.9272602749190302
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,23,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.61186011474156,3.67,1.050420168067227,3.4938399999999996,0.18568494255160414,0.9272602749190302
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,24,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.5599341754775824,3.67,1.050420168067227,3.4938399999999996,0.15299095048505693,0.9275679763992386
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,24,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-19.19296831746756,3.67,1.050420168067227,3.4938399999999996,0.15299095048505693,0.9275679763992386
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,24,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.63303414198998,3.67,1.050420168067227,3.4938399999999996,0.15299095048505693,0.9275679763992386
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,24,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.633033778489363,3.67,1.050420168067227,3.4938399999999996,0.15299095048505693,0.9275679763992386
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,25,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.5627384037401406,3.67,1.050420168067227,3.4938399999999996,0.15918261239619716,0.9942287509080938
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,25,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-20.572293785486554,3.67,1.050420168067227,3.4938399999999996,0.15918261239619716,0.9942287509080938
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,25,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-20.00955538174641,3.67,1.050420168067227,3.4938399999999996,0.15918261239619716,0.9942287509080938
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,25,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-20.009555989286692,3.67,1.050420168067227,3.4938399999999996,0.15918261239619716,0.9942287509080938
