tag,iteration,route,case,method,score
contemp_al_base_routes_uncertainty_rewire_embedded,710,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09241965216646049
contemp_al_base_routes_uncertainty_rewire_embedded,710,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09241965216646049
contemp_al_base_routes_uncertainty_rewire_embedded,711,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.015536956819207545
contemp_al_base_routes_uncertainty_rewire_embedded,711,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.467518349605825
contemp_al_base_routes_uncertainty_rewire_embedded,711,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.45198139278661
contemp_al_base_routes_uncertainty_rewire_embedded,711,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.45198139278661
contemp_al_base_routes_uncertainty_rewire_embedded,711,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.4999140900405936
contemp_al_base_routes_uncertainty_rewire_embedded,711,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.30823941545867
contemp_al_base_routes_uncertainty_rewire_embedded,711,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.1063111085310515
contemp_al_base_routes_uncertainty_rewire_embedded,711,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.1063111085310515
contemp_al_base_routes_uncertainty_rewire_embedded,712,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.012484919457364622
contemp_al_base_routes_uncertainty_rewire_embedded,712,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.64733154025645
contemp_al_base_routes_uncertainty_rewire_embedded,712,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.634846620799095
contemp_al_base_routes_uncertainty_rewire_embedded,712,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.634846620799095
contemp_al_base_routes_uncertainty_rewire_embedded,712,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.128614153054151
contemp_al_base_routes_uncertainty_rewire_embedded,712,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-43.05301310464329
contemp_al_base_routes_uncertainty_rewire_embedded,712,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09110583136994102
contemp_al_base_routes_uncertainty_rewire_embedded,712,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09110583136994102
contemp_al_base_routes_uncertainty_rewire_embedded,713,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.0125471311982985
contemp_al_base_routes_uncertainty_rewire_embedded,713,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-50.228031411954944
contemp_al_base_routes_uncertainty_rewire_embedded,713,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-50.21548428075657
contemp_al_base_routes_uncertainty_rewire_embedded,713,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-50.21548428075657
contemp_al_base_routes_uncertainty_rewire_embedded,713,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.3410263768525863
contemp_al_base_routes_uncertainty_rewire_embedded,713,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-43.19703536514779
contemp_al_base_routes_uncertainty_rewire_embedded,713,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10407033304461304
contemp_al_base_routes_uncertainty_rewire_embedded,713,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10407033304461304
contemp_al_base_routes_uncertainty_rewire_embedded,714,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.010313386690395561
contemp_al_base_routes_uncertainty_rewire_embedded,714,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.6179248898483
contemp_al_base_routes_uncertainty_rewire_embedded,714,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.60761150315794
contemp_al_base_routes_uncertainty_rewire_embedded,714,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.60761150315794
contemp_al_base_routes_uncertainty_rewire_embedded,714,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.1982960500951587
contemp_al_base_routes_uncertainty_rewire_embedded,714,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-45.542898609034225
contemp_al_base_routes_uncertainty_rewire_embedded,714,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10155854797734143
contemp_al_base_routes_uncertainty_rewire_embedded,714,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10155854797734143
contemp_al_base_routes_uncertainty_rewire_embedded,715,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.011719520249518016
contemp_al_base_routes_uncertainty_rewire_embedded,715,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-61.53308297877959
contemp_al_base_routes_uncertainty_rewire_embedded,715,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-61.52136345853006
contemp_al_base_routes_uncertainty_rewire_embedded,715,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-61.52136345853006
contemp_al_base_routes_uncertainty_rewire_embedded,715,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.8959690779046579
contemp_al_base_routes_uncertainty_rewire_embedded,715,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-60.34595256183754
contemp_al_base_routes_uncertainty_rewire_embedded,715,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.08178475227531315
contemp_al_base_routes_uncertainty_rewire_embedded,715,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.08178475227531315
contemp_al_base_routes_uncertainty_rewire_embedded,716,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.011999755856090595
contemp_al_base_routes_uncertainty_rewire_embedded,716,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-45.52092826741103
contemp_al_base_routes_uncertainty_rewire_embedded,716,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-45.5089285115549
contemp_al_base_routes_uncertainty_rewire_embedded,716,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-45.5089285115549
contemp_al_base_routes_uncertainty_rewire_embedded,716,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.1746804195959784
contemp_al_base_routes_uncertainty_rewire_embedded,716,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-38.90242430313466
contemp_al_base_routes_uncertainty_rewire_embedded,716,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10245962755681846
contemp_al_base_routes_uncertainty_rewire_embedded,716,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10245962755681846
contemp_al_base_routes_uncertainty_rewire_embedded,717,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.010510884944287998
contemp_al_base_routes_uncertainty_rewire_embedded,717,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-47.91990378514245
contemp_al_base_routes_uncertainty_rewire_embedded,717,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-47.909392900198185
contemp_al_base_routes_uncertainty_rewire_embedded,717,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-47.909392900198185
contemp_al_base_routes_uncertainty_rewire_embedded,717,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.991595268077066
contemp_al_base_routes_uncertainty_rewire_embedded,717,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-42.62415228410269
contemp_al_base_routes_uncertainty_rewire_embedded,717,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.1268468276003741
contemp_al_base_routes_uncertainty_rewire_embedded,717,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.1268468276003741
contemp_al_base_routes_uncertainty_rewire_embedded,718,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.010132246450956096
contemp_al_base_routes_uncertainty_rewire_embedded,718,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-57.62892168265944
contemp_al_base_routes_uncertainty_rewire_embedded,718,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-57.61878943620847
contemp_al_base_routes_uncertainty_rewire_embedded,718,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-57.61878943620847
contemp_al_base_routes_uncertainty_rewire_embedded,718,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.5150012689964654
contemp_al_base_routes_uncertainty_rewire_embedded,718,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.76136150466279
contemp_al_base_routes_uncertainty_rewire_embedded,718,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10203482684283093
contemp_al_base_routes_uncertainty_rewire_embedded,718,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10203482684283093
contemp_al_base_routes_uncertainty_rewire_embedded,719,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.013928224192609898
contemp_al_base_routes_uncertainty_rewire_embedded,719,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.12877511929907
contemp_al_base_routes_uncertainty_rewire_embedded,719,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.114846895106425
contemp_al_base_routes_uncertainty_rewire_embedded,719,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.114846895106425
contemp_al_base_routes_uncertainty_rewire_embedded,719,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.58760832716379
contemp_al_base_routes_uncertainty_rewire_embedded,719,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.59984130581085
contemp_al_base_routes_uncertainty_rewire_embedded,719,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13225875648567717
contemp_al_base_routes_uncertainty_rewire_embedded,719,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13225875648567717
contemp_al_base_routes_uncertainty_rewire_embedded,720,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.01107252499788898
contemp_al_base_routes_uncertainty_rewire_embedded,720,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-50.993214430189354
contemp_al_base_routes_uncertainty_rewire_embedded,720,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-50.98214190519148
contemp_al_base_routes_uncertainty_rewire_embedded,720,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-50.98214190519148
contemp_al_base_routes_uncertainty_rewire_embedded,720,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.06350664740914
contemp_al_base_routes_uncertainty_rewire_embedded,720,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-42.84598015755503
contemp_al_base_routes_uncertainty_rewire_embedded,720,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.08968018196485184
contemp_al_base_routes_uncertainty_rewire_embedded,720,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.08968018196485184
contemp_al_base_routes_uncertainty_rewire_embedded,721,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.01089976940593369
contemp_al_base_routes_uncertainty_rewire_embedded,721,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.756364518163714
contemp_al_base_routes_uncertainty_rewire_embedded,721,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.74546474875778
contemp_al_base_routes_uncertainty_rewire_embedded,721,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.74546474875778
contemp_al_base_routes_uncertainty_rewire_embedded,721,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.0394768527966334
contemp_al_base_routes_uncertainty_rewire_embedded,721,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.775591507862075
contemp_al_base_routes_uncertainty_rewire_embedded,721,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10402981099117553
contemp_al_base_routes_uncertainty_rewire_embedded,721,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10402981099117553
contemp_al_base_routes_uncertainty_rewire_embedded,722,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.015174816767234995
contemp_al_base_routes_uncertainty_rewire_embedded,722,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.177253701309134
contemp_al_base_routes_uncertainty_rewire_embedded,722,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.162078884541835
contemp_al_base_routes_uncertainty_rewire_embedded,722,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.162078884541835
contemp_al_base_routes_uncertainty_rewire_embedded,722,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.9332450527541296
contemp_al_base_routes_uncertainty_rewire_embedded,722,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.427978403058084
contemp_al_base_routes_uncertainty_rewire_embedded,722,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.11767721408794624
contemp_al_base_routes_uncertainty_rewire_embedded,722,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.11767721408794624
contemp_al_base_routes_uncertainty_rewire_embedded,723,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.012480560238457963
contemp_al_base_routes_uncertainty_rewire_embedded,723,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.99776843074896
contemp_al_base_routes_uncertainty_rewire_embedded,723,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.98528787051054
contemp_al_base_routes_uncertainty_rewire_embedded,723,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.98528787051054
contemp_al_base_routes_uncertainty_rewire_embedded,723,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.9423660685348207
contemp_al_base_routes_uncertainty_rewire_embedded,723,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-37.621014332931544
contemp_al_base_routes_uncertainty_rewire_embedded,723,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.07880974088612512
contemp_al_base_routes_uncertainty_rewire_embedded,723,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.07880974088612512
contemp_al_base_routes_uncertainty_rewire_embedded,724,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.012205615175005997
contemp_al_base_routes_uncertainty_rewire_embedded,724,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.587521314303636
contemp_al_base_routes_uncertainty_rewire_embedded,724,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.57531569912861
contemp_al_base_routes_uncertainty_rewire_embedded,724,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.57531569912861
contemp_al_base_routes_uncertainty_rewire_embedded,724,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.2498516692263837
contemp_al_base_routes_uncertainty_rewire_embedded,724,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-43.01134765484622
contemp_al_base_routes_uncertainty_rewire_embedded,724,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10622147635019517
contemp_al_base_routes_uncertainty_rewire_embedded,724,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10622147635019517
contemp_al_base_routes_uncertainty_rewire_embedded,725,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.011470738717241632
contemp_al_base_routes_uncertainty_rewire_embedded,725,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.4511622704919
contemp_al_base_routes_uncertainty_rewire_embedded,725,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.43969153177467
contemp_al_base_routes_uncertainty_rewire_embedded,725,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.43969153177467
contemp_al_base_routes_uncertainty_rewire_embedded,725,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.875442473818729
contemp_al_base_routes_uncertainty_rewire_embedded,725,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.11521353090935
contemp_al_base_routes_uncertainty_rewire_embedded,725,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09509469324731347
contemp_al_base_routes_uncertainty_rewire_embedded,725,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09509469324731347
contemp_al_base_routes_uncertainty_rewire_embedded,726,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.014046839825212808
contemp_al_base_routes_uncertainty_rewire_embedded,726,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.25637793327013
contemp_al_base_routes_uncertainty_rewire_embedded,726,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.24233109344496
contemp_al_base_routes_uncertainty_rewire_embedded,726,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.24233109344496
contemp_al_base_routes_uncertainty_rewire_embedded,726,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.9118970668016886
contemp_al_base_routes_uncertainty_rewire_embedded,726,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-47.91463808175492
contemp_al_base_routes_uncertainty_rewire_embedded,726,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09075775420473205
contemp_al_base_routes_uncertainty_rewire_embedded,726,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09075775420473205
contemp_al_base_routes_uncertainty_rewire_embedded,727,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.011541307341752226
contemp_al_base_routes_uncertainty_rewire_embedded,727,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-51.214115854487275
contemp_al_base_routes_uncertainty_rewire_embedded,727,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-51.20257454714551
contemp_al_base_routes_uncertainty_rewire_embedded,727,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-51.20257454714551
contemp_al_base_routes_uncertainty_rewire_embedded,727,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.0362219710101757
contemp_al_base_routes_uncertainty_rewire_embedded,727,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.01622275205858
contemp_al_base_routes_uncertainty_rewire_embedded,727,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.0750735486328399
contemp_al_base_routes_uncertainty_rewire_embedded,727,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.0750735486328399
contemp_al_base_routes_uncertainty_rewire_embedded,728,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.013387791131819888
contemp_al_base_routes_uncertainty_rewire_embedded,728,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.8380495752487
contemp_al_base_routes_uncertainty_rewire_embedded,728,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.82466178411687
contemp_al_base_routes_uncertainty_rewire_embedded,728,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.82466178411687
contemp_al_base_routes_uncertainty_rewire_embedded,728,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.9278150524625326
contemp_al_base_routes_uncertainty_rewire_embedded,728,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-40.93989080876923
contemp_al_base_routes_uncertainty_rewire_embedded,728,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10313567307173663
contemp_al_base_routes_uncertainty_rewire_embedded,728,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10313567307173663
contemp_al_base_routes_uncertainty_rewire_embedded,729,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.014131340276845369
contemp_al_base_routes_uncertainty_rewire_embedded,729,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.07604503543393
contemp_al_base_routes_uncertainty_rewire_embedded,729,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.06191369515703
contemp_al_base_routes_uncertainty_rewire_embedded,729,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.06191369515703
contemp_al_base_routes_uncertainty_rewire_embedded,729,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.1584180994388187
contemp_al_base_routes_uncertainty_rewire_embedded,729,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-51.142818106672756
contemp_al_base_routes_uncertainty_rewire_embedded,729,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.11633783652611737
contemp_al_base_routes_uncertainty_rewire_embedded,729,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.11633783652611737
contemp_al_base_routes_uncertainty_rewire_embedded,730,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.011556552733388783
contemp_al_base_routes_uncertainty_rewire_embedded,730,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.93645530828734
contemp_al_base_routes_uncertainty_rewire_embedded,730,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.924898755553905
contemp_al_base_routes_uncertainty_rewire_embedded,730,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.924898755553905
contemp_al_base_routes_uncertainty_rewire_embedded,730,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.2785051491637494
contemp_al_base_routes_uncertainty_rewire_embedded,730,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-41.637650208821356
contemp_al_base_routes_uncertainty_rewire_embedded,730,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13928671235488033
